age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
41,W,Tertiary education,Single adult with children,1781,36.0,long term,7,10,4,8,2
73,W,Upper secondary or post-secondary education,Couple without children,10688,40.0,long term,9,14,2,8,2
48,M,Tertiary education,Other type of household with children,1377,35.0,long term,8,14,4,8,2
38,M,No education completed,Couple with children,1048,18.0,long term,15,12,5,10,2
52,W,No education completed,Couple with children,1254,38.0,long term,11,8,4,8,1
49,W,Upper secondary or post-secondary education,Couple without children,1369,36.0,long term,13,10,4,8,2
49,W,Upper secondary or post-secondary education,Other type of household with children,1361,40.0,short term,13,12,2,10,2
31,W,Tertiary education,Single adult with children,2152,40.0,long term,3,9,3,7,3
39,W,Tertiary education,Other type of household with children,2525,60.0,long term,11,4,4,10,2
36,M,Upper secondary or post-secondary education,Single adult without children,3380,40.0,long term,11,13,3,10,2
62,W,No education completed,Couple without children,758,40.0,long term,6,13,5,8,4
40,M,No education completed,Single adult without children,1057,45.0,long term,8,4,4,8,2
30,M,Tertiary education,Single adult with children,1446,35.0,long term,10,3,4,8,2
64,W,Upper secondary or post-secondary education,Other type of household without children,1612,38.0,long term,7,6,5,9,2
41,M,Tertiary education,Single adult with children,3138,26.0,long term,13,7,3,9,2
37,M,Tertiary education,Single adult with children,1840,38.0,long term,8,3,5,9,4
70,M,Upper secondary or post-secondary education,Single adult with children,6645,40.0,short term,11,12,4,8,1
24,M,Tertiary education,Single adult with children,1250,37.0,long term,9,8,4,8,2
51,M,Tertiary education,Couple with children,3062,35.0,long term,12,9,4,9,2
37,W,Upper secondary or post-secondary education,Couple without children,852,10.0,long term,11,8,3,8,2
47,M,Tertiary education,Couple with children,1883,35.0,long term,9,9,5,8,2
44,W,Tertiary education,Couple with children,913,39.0,long term,3,4,3,4,3
26,W,Tertiary education,Couple with children,1279,18.0,long term,11,14,5,10,1
30,M,Tertiary education,Single adult without children,2325,60.0,short term,12,3,4,8,2
27,M,Tertiary education,Couple with children,1289,34.0,long term,8,14,1,9,1
59,W,Upper secondary or post-secondary education,Single adult without children,3693,21.0,long term,8,14,5,8,2
68,M,Primary or lower secondary education,Single adult with children,2454,35.0,long term,13,14,3,10,1
25,W,Primary or lower secondary education,Couple with children,2136,50.0,short term,4,4,3,5,3
47,M,Upper secondary or post-secondary education,Other type of household with children,1354,45.0,long term,5,12,1,7,2
58,W,Upper secondary or post-secondary education,Other type of household without children,2106,33.0,long term,10,14,4,9,1
17,M,Upper secondary or post-secondary education,Other type of household with children,2188,32.0,long term,13,11,4,8,1
39,W,Tertiary education,Other type of household with children,1821,24.0,long term,4,7,1,9,3
55,W,Tertiary education,Couple without children,2411,35.0,long term,12,7,2,10,1
41,W,Upper secondary or post-secondary education,Single adult without children,2563,19.0,long term,8,14,3,9,2
71,M,Tertiary education,Couple with children,4944,35.0,long term,3,12,4,8,3
17,W,Upper secondary or post-secondary education,Other type of household with children,2491,45.0,short term,14,14,2,10,1
30,M,Upper secondary or post-secondary education,Couple without children,2262,47.0,long term,10,10,3,8,2
28,M,Tertiary education,Single adult without children,2110,39.0,long term,4,3,3,8,2
31,M,Upper secondary or post-secondary education,Other type of household without children,842,24.0,long term,5,14,1,9,2
48,W,No education completed,Other type of household without children,1413,20.0,long term,10,9,5,7,3
60,W,Tertiary education,Single adult without children,1578,36.0,long term,8,8,3,9,3
54,W,Tertiary education,Other type of household without children,4561,35.0,long term,8,14,1,10,1
47,M,Upper secondary or post-secondary education,Other type of household with children,2920,40.0,long term,7,14,5,8,2
64,W,Tertiary education,Single adult without children,2496,40.0,long term,11,4,3,9,2
43,M,Primary or lower secondary education,Couple without children,1417,26.0,long term,4,8,4,10,3
63,W,Upper secondary or post-secondary education,Single adult without children,1557,40.0,short term,10,2,5,7,1
49,M,Primary or lower secondary education,Couple without children,2399,35.0,long term,6,6,4,10,2
69,M,Upper secondary or post-secondary education,Couple with children,2464,45.0,long term,12,14,5,7,2
36,W,Tertiary education,Other type of household without children,4688,27.0,long term,8,12,4,10,2
38,M,Upper secondary or post-secondary education,Other type of household without children,3021,50.0,long term,10,12,4,7,1
72,M,Tertiary education,Single adult without children,3651,40.0,long term,6,5,3,8,2
30,W,Tertiary education,Other type of household without children,1924,35.0,long term,8,2,3,7,3
74,W,Upper secondary or post-secondary education,Other type of household without children,1865,12.0,short term,7,5,4,7,2
29,M,Upper secondary or post-secondary education,Couple with children,948,35.0,long term,7,10,5,10,2
60,M,Upper secondary or post-secondary education,Other type of household without children,1632,36.0,long term,6,8,3,7,2
63,W,Primary or lower secondary education,Couple with children,1765,35.0,long term,9,5,4,5,3
28,M,Tertiary education,Couple with children,2040,37.0,long term,12,13,4,9,2
45,W,Tertiary education,Other type of household with children,1167,55.0,long term,10,9,5,9,2
64,W,Upper secondary or post-secondary education,Couple without children,2117,37.0,long term,11,11,5,6,2
31,M,No education completed,Single adult without children,933,36.0,short term,9,10,5,9,2
40,M,Upper secondary or post-secondary education,Single adult without children,2401,45.0,long term,10,10,1,8,2
47,M,Primary or lower secondary education,Single adult with children,1712,39.0,long term,7,8,3,8,3
69,W,Primary or lower secondary education,Couple with children,1929,40.0,long term,10,11,4,5,2
74,W,Upper secondary or post-secondary education,Couple with children,1017,39.0,long term,4,4,1,9,4
28,M,Tertiary education,Couple without children,1040,48.0,long term,14,8,5,10,1
52,W,No education completed,Couple with children,2460,40.0,long term,6,5,3,8,2
28,W,Tertiary education,Other type of household without children,3251,42.0,long term,6,10,3,8,2
61,M,Tertiary education,Couple with children,1419,30.0,long term,11,6,5,9,3
16,M,Upper secondary or post-secondary education,Other type of household with children,862,40.0,long term,4,2,4,6,4
49,W,No education completed,Other type of household with children,1074,37.0,long term,10,9,4,6,3
28,W,Upper secondary or post-secondary education,Other type of household with children,1913,20.0,long term,7,5,5,9,2
62,W,Tertiary education,Couple with children,2311,39.0,long term,11,12,5,8,2
25,M,Tertiary education,Single adult with children,3355,37.0,long term,15,2,5,10,2
27,M,Tertiary education,Couple without children,943,39.0,long term,9,7,5,10,2
51,W,Primary or lower secondary education,Single adult without children,3627,30.0,long term,7,2,3,6,3
30,W,Tertiary education,Other type of household without children,1131,35.0,long term,13,11,3,10,2
59,W,Upper secondary or post-secondary education,Single adult with children,2226,35.0,long term,11,12,4,7,2
36,W,Tertiary education,Couple without children,1444,40.0,long term,13,4,4,8,1
39,M,Upper secondary or post-secondary education,Single adult without children,883,32.0,long term,9,11,5,9,1
49,M,Tertiary education,Single adult without children,3077,40.0,long term,7,2,5,8,3
37,M,Upper secondary or post-secondary education,Other type of household without children,2826,12.0,long term,10,14,4,9,2
40,W,Tertiary education,Single adult without children,2452,45.0,long term,6,10,4,9,3
37,W,No education completed,Couple with children,2679,35.0,long term,6,7,3,8,2
32,M,Tertiary education,Other type of household with children,2359,37.0,long term,13,2,4,9,2
26,M,No education completed,Couple with children,1179,45.0,long term,12,14,3,8,2
43,M,No education completed,Single adult with children,1648,17.0,long term,12,14,4,8,1
63,W,Primary or lower secondary education,Other type of household with children,2522,35.0,long term,8,14,5,8,3
28,M,No education completed,Couple with children,1714,13.0,long term,6,14,4,10,2
70,M,Tertiary education,Other type of household with children,4192,35.0,long term,7,8,5,10,1
65,W,Upper secondary or post-secondary education,Single adult without children,1521,47.0,long term,10,10,3,8,2
22,W,Tertiary education,Couple with children,2982,8.0,long term,15,12,5,9,1
60,M,Upper secondary or post-secondary education,Single adult without children,1902,40.0,long term,7,14,4,10,2
40,W,Tertiary education,Couple without children,1076,15.0,long term,5,14,5,10,2
65,M,Primary or lower secondary education,Single adult with children,1188,28.0,long term,8,2,4,7,3
36,W,Tertiary education,Single adult with children,1744,40.0,long term,10,10,3,8,2
37,W,Tertiary education,Couple with children,1903,40.0,long term,13,12,2,10,2
32,W,Tertiary education,Other type of household without children,1000,36.0,long term,8,7,5,9,4
42,M,Upper secondary or post-secondary education,Couple with children,3236,40.0,long term,5,7,5,10,2
18,M,Upper secondary or post-secondary education,Single adult with children,766,45.0,long term,13,10,3,8,2
52,W,No education completed,Other type of household without children,1796,35.0,short term,9,8,4,8,2
44,M,Tertiary education,Other type of household with children,2479,40.0,long term,6,11,3,7,3
52,M,Upper secondary or post-secondary education,Other type of household without children,3464,38.0,long term,12,11,3,8,2
69,M,Upper secondary or post-secondary education,Single adult without children,3183,35.0,long term,11,10,4,8,2
45,M,Primary or lower secondary education,Other type of household with children,3129,35.0,short term,12,8,4,10,1
48,M,Primary or lower secondary education,Single adult without children,4031,32.0,long term,7,13,4,8,2
38,M,Tertiary education,Single adult with children,2611,37.0,long term,14,6,4,10,2
39,M,No education completed,Couple with children,1002,35.0,long term,7,11,2,6,3
30,M,Upper secondary or post-secondary education,Couple without children,1272,40.0,long term,15,8,5,9,2
74,W,Upper secondary or post-secondary education,Couple with children,2459,23.0,long term,13,14,4,8,1
45,W,No education completed,Couple without children,1322,42.0,long term,9,3,5,6,2
28,M,Upper secondary or post-secondary education,Single adult with children,1300,12.0,long term,3,5,3,4,1
29,W,No education completed,Single adult with children,1191,40.0,long term,9,12,4,8,2
72,M,Upper secondary or post-secondary education,Single adult without children,3730,39.0,long term,10,12,5,10,3
35,M,Tertiary education,Single adult with children,1850,16.0,short term,12,8,5,10,1
48,M,No education completed,Couple with children,1147,39.0,long term,12,12,3,10,2
28,W,Tertiary education,Couple with children,3230,36.0,long term,12,4,4,7,1
62,W,Primary or lower secondary education,Single adult with children,3036,40.0,long term,10,11,4,5,2
47,W,Tertiary education,Single adult without children,1570,35.0,short term,13,10,5,8,3
25,M,Upper secondary or post-secondary education,Single adult with children,2555,40.0,long term,8,9,3,8,2
27,W,Upper secondary or post-secondary education,Other type of household with children,739,30.0,long term,5,14,4,9,2
26,W,Tertiary education,Couple without children,928,40.0,long term,4,2,4,6,4
22,M,No education completed,Other type of household with children,1468,35.0,long term,8,2,4,8,2
70,M,Upper secondary or post-secondary education,Other type of household with children,3630,39.0,long term,11,13,3,8,2
38,W,Tertiary education,Other type of household with children,2376,50.0,long term,9,14,4,8,2
35,W,Tertiary education,Single adult with children,1123,30.0,long term,7,2,3,6,3
58,M,Tertiary education,Other type of household with children,1858,50.0,long term,7,5,4,8,3
22,M,Tertiary education,Couple without children,1389,37.0,long term,11,11,5,6,2
53,W,Primary or lower secondary education,Other type of household without children,2919,39.0,short term,10,12,4,9,2
35,W,Tertiary education,Couple without children,1430,25.0,long term,5,8,3,8,2
26,M,Upper secondary or post-secondary education,Single adult without children,1988,40.0,long term,13,12,2,10,2
26,M,Primary or lower secondary education,Other type of household with children,863,48.0,long term,12,6,4,9,2
30,W,Tertiary education,Couple with children,933,40.0,long term,9,14,2,8,2
38,M,Primary or lower secondary education,Couple without children,1986,38.0,long term,8,11,2,9,2
30,W,Tertiary education,Other type of household with children,1667,39.0,long term,12,10,5,9,3
41,M,Tertiary education,Couple with children,845,39.0,long term,6,14,5,10,2
27,M,Tertiary education,Other type of household with children,1977,43.0,long term,12,9,5,8,2
23,M,Tertiary education,Other type of household with children,2177,36.0,long term,8,9,4,8,3
45,M,No education completed,Other type of household with children,3552,40.0,long term,12,10,4,8,2
42,M,Primary or lower secondary education,Other type of household without children,2236,39.0,long term,11,13,3,8,2
37,M,Tertiary education,Other type of household without children,1626,40.0,long term,10,4,4,8,3
41,M,Tertiary education,Single adult without children,1513,45.0,short term,12,12,4,8,1
26,W,Tertiary education,Other type of household with children,1144,40.0,long term,12,12,4,8,2
71,M,Upper secondary or post-secondary education,Couple without children,2326,38.0,long term,10,10,4,8,2
45,M,Tertiary education,Couple without children,1368,42.0,short term,15,2,5,10,2
36,M,No education completed,Other type of household without children,1893,36.0,long term,8,12,5,5,1
71,W,Upper secondary or post-secondary education,Single adult with children,1806,50.0,long term,15,13,4,8,2
39,M,Upper secondary or post-secondary education,Couple with children,1375,8.0,short term,11,12,3,8,2
45,W,Upper secondary or post-secondary education,Other type of household without children,1138,20.0,long term,10,10,3,6,3
43,M,No education completed,Single adult with children,1704,40.0,long term,14,14,4,9,1
35,M,Upper secondary or post-secondary education,Couple with children,4490,35.0,long term,3,10,5,6,2
26,W,No education completed,Other type of household with children,1667,16.0,long term,14,7,5,10,2
54,M,Upper secondary or post-secondary education,Other type of household without children,1167,35.0,long term,5,4,4,9,2
36,M,No education completed,Couple with children,1415,39.0,long term,11,9,3,8,3
31,W,Tertiary education,Other type of household without children,878,28.0,long term,8,8,4,9,8
46,M,No education completed,Single adult with children,2814,35.0,short term,12,11,4,8,1
60,M,Tertiary education,Couple without children,1670,39.0,long term,9,14,5,8,2
43,W,Tertiary education,Other type of household with children,1072,35.0,long term,13,11,3,10,2
67,M,No education completed,Other type of household with children,965,33.0,long term,10,13,4,8,2
54,M,Tertiary education,Single adult with children,1086,24.0,long term,13,14,4,8,1
42,W,Tertiary education,Single adult with children,1099,37.0,long term,14,6,4,10,2
25,W,Tertiary education,Other type of household with children,1244,35.0,long term,10,13,3,9,2
74,M,Tertiary education,Single adult with children,554,35.0,long term,14,10,4,10,3
33,W,No education completed,Couple with children,3680,45.0,long term,12,11,3,8,2
35,M,Upper secondary or post-secondary education,Single adult without children,2794,39.0,long term,12,13,5,10,2
58,M,Upper secondary or post-secondary education,Couple without children,1451,35.0,long term,9,9,2,7,3
26,M,Tertiary education,Single adult without children,2815,35.0,long term,11,3,3,5,3
70,W,No education completed,Single adult without children,901,45.0,long term,15,13,1,9,1
29,W,Upper secondary or post-secondary education,Other type of household with children,1689,40.0,long term,12,12,4,8,2
42,M,Tertiary education,Single adult with children,2408,40.0,short term,7,11,3,5,4
40,M,Tertiary education,Other type of household with children,2750,35.0,long term,7,6,1,10,2
19,M,Upper secondary or post-secondary education,Other type of household without children,1741,39.0,long term,9,12,5,9,1
46,W,No education completed,Other type of household with children,1110,39.0,long term,11,10,3,8,2
40,W,Upper secondary or post-secondary education,Other type of household with children,1449,35.0,long term,11,12,3,8,2
32,M,Tertiary education,Other type of household with children,1645,36.0,long term,13,11,4,9,3
52,M,Upper secondary or post-secondary education,Couple with children,4088,40.0,long term,5,3,3,8,2
26,W,Tertiary education,Couple with children,1176,34.0,long term,9,11,3,8,3
52,W,Primary or lower secondary education,Other type of household with children,2569,40.0,long term,13,14,5,10,1
71,M,Upper secondary or post-secondary education,Other type of household with children,1022,40.0,long term,15,14,5,10,1
48,W,No education completed,Single adult with children,788,35.0,short term,10,13,3,8,2
33,M,Tertiary education,Other type of household with children,1338,35.0,long term,8,2,4,8,2
36,W,Tertiary education,Couple with children,2228,40.0,long term,6,4,3,7,4
59,W,Upper secondary or post-secondary education,Couple without children,1732,30.0,long term,11,11,4,10,2
66,M,No education completed,Other type of household without children,3844,37.0,long term,15,2,5,10,2
31,W,Tertiary education,Other type of household with children,1392,38.0,long term,6,4,5,5,1
63,W,Upper secondary or post-secondary education,Couple without children,2303,42.0,long term,5,7,2,7,3
70,W,Upper secondary or post-secondary education,Other type of household without children,6571,39.0,long term,12,12,5,8,1
26,M,Upper secondary or post-secondary education,Couple without children,1175,40.0,short term,12,13,4,8,2
63,W,Tertiary education,Single adult without children,984,35.0,long term,9,9,3,8,1
53,M,Upper secondary or post-secondary education,Couple without children,3310,60.0,long term,9,3,3,7,4
39,W,Primary or lower secondary education,Other type of household without children,2344,45.0,long term,8,5,3,9,1
33,M,Upper secondary or post-secondary education,Other type of household with children,991,28.0,short term,10,14,1,10,2
31,W,Tertiary education,Couple with children,2537,40.0,long term,11,13,4,6,2
21,W,Upper secondary or post-secondary education,Single adult with children,1090,20.0,long term,3,2,2,2,3
38,M,Primary or lower secondary education,Single adult without children,2073,52.0,long term,15,14,5,10,2
30,M,Upper secondary or post-secondary education,Single adult without children,2828,12.0,long term,6,2,5,10,1
22,W,Primary or lower secondary education,Couple with children,872,35.0,short term,15,9,4,10,1
70,M,Upper secondary or post-secondary education,Couple without children,1022,37.0,long term,10,14,2,8,2
21,W,Tertiary education,Single adult with children,1945,37.0,short term,10,12,4,8,2
62,W,Tertiary education,Other type of household without children,5877,39.0,long term,4,14,4,8,2
48,M,Upper secondary or post-secondary education,Other type of household with children,2315,39.0,long term,8,7,4,9,3
26,M,Tertiary education,Single adult with children,844,37.0,long term,14,14,5,10,1
52,M,No education completed,Other type of household with children,1397,20.0,long term,6,2,1,8,4
59,M,Tertiary education,Other type of household with children,2565,21.0,long term,11,13,5,9,2
73,W,No education completed,Couple with children,3278,45.0,long term,11,2,4,8,3
66,W,Tertiary education,Single adult without children,907,32.0,long term,10,13,4,7,1
59,M,Upper secondary or post-secondary education,Couple with children,4546,38.0,long term,10,6,4,9,2
35,M,Upper secondary or post-secondary education,Other type of household with children,1797,35.0,long term,9,4,4,10,2
48,W,Tertiary education,Single adult with children,1550,50.0,long term,13,3,3,9,2
53,W,No education completed,Other type of household without children,2191,35.0,long term,11,10,4,8,2
17,M,No education completed,Single adult without children,706,35.0,long term,8,4,4,10,3
32,M,Upper secondary or post-secondary education,Single adult without children,1418,35.0,long term,10,5,4,10,1
57,M,Upper secondary or post-secondary education,Other type of household with children,3679,35.0,long term,9,5,3,9,3
35,W,Tertiary education,Single adult with children,1710,20.0,long term,11,14,4,10,2
65,W,Primary or lower secondary education,Couple with children,1751,40.0,short term,7,11,3,5,4
33,W,Tertiary education,Couple with children,925,35.0,short term,9,9,3,8,3
36,M,Tertiary education,Single adult without children,1296,45.0,long term,12,14,5,9,2
33,W,Upper secondary or post-secondary education,Single adult without children,2240,38.0,long term,8,10,4,7,1
55,W,Upper secondary or post-secondary education,Couple with children,616,30.0,long term,11,6,5,9,3
71,W,Upper secondary or post-secondary education,Couple without children,3804,35.0,long term,11,12,3,8,2
34,W,Upper secondary or post-secondary education,Couple with children,1207,35.0,long term,12,8,5,10,1
25,W,Tertiary education,Couple without children,2325,35.0,long term,13,2,3,8,1
26,M,Tertiary education,Single adult without children,885,35.0,long term,8,10,4,9,2
69,M,Primary or lower secondary education,Other type of household without children,1789,45.0,long term,12,8,3,9,2
56,W,Tertiary education,Couple without children,1328,40.0,short term,12,10,4,8,2
36,M,Tertiary education,Couple without children,1328,35.0,long term,10,8,5,10,3
41,M,Primary or lower secondary education,Other type of household without children,4263,15.0,long term,13,7,5,8,2
48,M,Upper secondary or post-secondary education,Single adult without children,2027,35.0,long term,7,2,4,7,3
31,W,Upper secondary or post-secondary education,Single adult without children,804,39.0,long term,7,8,3,8,3
25,M,No education completed,Other type of household without children,722,27.0,long term,11,13,5,9,2
27,W,Tertiary education,Other type of household without children,1494,35.0,long term,4,12,4,9,3
47,M,Upper secondary or post-secondary education,Single adult with children,5165,35.0,long term,12,8,4,10,1
41,M,Upper secondary or post-secondary education,Other type of household without children,1858,40.0,long term,12,14,4,7,1
25,W,Upper secondary or post-secondary education,Single adult without children,1988,45.0,long term,12,8,3,9,2
38,W,Upper secondary or post-secondary education,Single adult with children,1129,15.0,long term,6,2,4,6,4
41,M,Tertiary education,Single adult with children,1410,35.0,long term,3,10,4,9,2
28,M,Primary or lower secondary education,Single adult with children,907,35.0,long term,6,2,5,9,2
65,M,No education completed,Single adult with children,1328,50.0,long term,12,14,5,9,2
51,W,Upper secondary or post-secondary education,Single adult with children,772,37.0,long term,10,11,5,8,1
38,M,Upper secondary or post-secondary education,Single adult with children,1247,39.0,long term,6,4,5,5,3
49,W,Tertiary education,Couple with children,2271,39.0,long term,12,9,5,10,1
65,M,Upper secondary or post-secondary education,Single adult without children,10524,26.0,long term,10,12,5,9,2
38,M,Upper secondary or post-secondary education,Single adult without children,2170,46.0,short term,15,10,4,9,2
65,W,Primary or lower secondary education,Couple with children,1772,32.0,long term,11,2,4,10,2
32,M,Tertiary education,Couple without children,2216,40.0,long term,12,13,4,8,2
32,M,Tertiary education,Other type of household without children,2908,40.0,long term,7,6,4,6,2
49,M,Upper secondary or post-secondary education,Other type of household with children,4586,21.0,long term,11,13,5,9,2
65,W,Upper secondary or post-secondary education,Other type of household with children,2975,40.0,long term,4,6,3,9,3
26,M,Tertiary education,Other type of household with children,1684,39.0,long term,10,4,5,8,3
43,W,No education completed,Single adult without children,2865,40.0,long term,5,2,1,6,4
47,M,No education completed,Other type of household with children,2136,35.0,long term,9,7,4,10,2
32,W,No education completed,Couple with children,1531,35.0,long term,6,14,2,10,2
44,W,Upper secondary or post-secondary education,Other type of household without children,1103,33.0,long term,3,13,5,10,2
66,M,Upper secondary or post-secondary education,Single adult without children,1016,33.0,short term,12,6,4,10,1
28,M,Upper secondary or post-secondary education,Couple without children,2083,35.0,long term,7,14,5,10,1
41,W,Upper secondary or post-secondary education,Couple with children,1820,35.0,short term,12,6,4,9,2
35,M,Tertiary education,Couple with children,2254,40.0,long term,8,8,3,4,2
35,W,Tertiary education,Couple with children,1710,32.0,long term,11,3,5,8,2
55,W,Tertiary education,Other type of household without children,1458,35.0,long term,6,8,5,10,2
64,M,Tertiary education,Single adult without children,2127,38.0,long term,13,5,5,8,2
34,M,Upper secondary or post-secondary education,Single adult with children,969,50.0,long term,12,5,5,9,1
61,W,Upper secondary or post-secondary education,Single adult without children,2899,25.0,short term,6,13,4,7,3
48,W,Tertiary education,Couple without children,1052,35.0,long term,15,9,4,10,1
39,M,Primary or lower secondary education,Single adult with children,2927,24.0,long term,8,14,5,10,2
37,M,Tertiary education,Other type of household with children,1280,35.0,long term,11,13,5,8,3
35,W,Primary or lower secondary education,Couple with children,1760,35.0,long term,5,13,4,8,3
42,W,Tertiary education,Single adult without children,3072,38.0,long term,10,6,1,10,1
34,W,Tertiary education,Couple without children,3744,40.0,long term,13,2,2,8,3
71,W,Tertiary education,Single adult without children,2553,38.0,long term,14,7,5,9,1
33,M,Tertiary education,Couple with children,2066,50.0,long term,10,5,5,8,3
72,W,Upper secondary or post-secondary education,Couple without children,2721,45.0,long term,13,7,5,7,2
31,W,Tertiary education,Couple without children,2061,39.0,short term,4,14,4,8,2
38,W,Upper secondary or post-secondary education,Single adult with children,2323,50.0,long term,9,4,4,7,2
69,M,Upper secondary or post-secondary education,Single adult without children,4362,50.0,long term,9,5,4,9,2
61,M,Primary or lower secondary education,Other type of household with children,838,35.0,long term,8,14,3,7,2
44,M,Upper secondary or post-secondary education,Other type of household without children,2199,39.0,long term,7,10,5,10,2
48,M,Tertiary education,Other type of household without children,849,35.0,long term,7,13,3,10,2
45,W,Tertiary education,Other type of household with children,2437,39.0,long term,4,3,3,8,2
71,M,Upper secondary or post-secondary education,Other type of household without children,2909,40.0,long term,15,12,2,8,2
39,W,Upper secondary or post-secondary education,Single adult with children,1803,50.0,long term,12,12,4,6,2
47,W,Upper secondary or post-secondary education,Single adult without children,1274,8.0,long term,11,12,3,8,2
61,W,No education completed,Couple with children,1850,23.0,long term,11,4,5,10,2
68,M,Upper secondary or post-secondary education,Couple with children,3043,40.0,long term,12,13,4,8,2
29,W,Tertiary education,Other type of household without children,1241,39.0,long term,10,4,5,8,3
73,M,Tertiary education,Other type of household without children,3285,36.0,long term,9,4,3,8,3
50,W,Upper secondary or post-secondary education,Couple without children,2181,60.0,long term,13,14,4,8,2
66,W,Tertiary education,Other type of household without children,1814,35.0,long term,8,5,5,8,3
43,W,Tertiary education,Single adult with children,1584,30.0,long term,11,14,5,9,1
50,M,Upper secondary or post-secondary education,Other type of household without children,2345,40.0,long term,12,14,5,10,2
61,W,No education completed,Other type of household without children,2592,24.0,long term,9,14,4,9,2
64,M,Upper secondary or post-secondary education,Other type of household with children,3030,18.0,long term,5,14,4,8,2
56,W,No education completed,Couple without children,2242,39.0,long term,12,11,4,9,1
61,W,Primary or lower secondary education,Couple with children,708,45.0,long term,10,4,4,6,4
52,W,Upper secondary or post-secondary education,Other type of household without children,1464,42.0,short term,6,11,5,8,2
47,W,Tertiary education,Couple without children,3263,30.0,long term,12,4,4,8,2
44,W,Tertiary education,Couple without children,1208,37.0,short term,13,13,5,10,2
31,M,No education completed,Couple without children,2174,22.0,long term,7,2,5,10,2
31,W,Upper secondary or post-secondary education,Single adult without children,3653,50.0,long term,12,12,4,6,2
28,W,Tertiary education,Couple with children,1297,32.0,long term,9,12,5,9,2
45,M,Upper secondary or post-secondary education,Couple without children,1502,35.0,long term,9,9,4,10,2
66,M,Upper secondary or post-secondary education,Couple without children,2352,35.0,long term,12,4,5,8,2
34,W,Tertiary education,Single adult with children,1757,35.0,long term,8,12,5,10,2
32,M,Tertiary education,Couple without children,2556,39.0,long term,11,12,5,8,2
67,W,No education completed,Couple with children,1492,35.0,long term,5,13,4,8,3
40,M,Upper secondary or post-secondary education,Single adult with children,4471,32.0,long term,7,4,4,3,2
45,W,Upper secondary or post-secondary education,Couple with children,1868,21.0,long term,13,14,4,10,3
60,M,Tertiary education,Other type of household without children,6162,35.0,long term,13,6,5,10,2
45,M,Upper secondary or post-secondary education,Couple without children,3767,36.0,long term,11,10,2,7,2
47,W,Tertiary education,Other type of household with children,2790,40.0,long term,15,14,3,8,2
58,W,Upper secondary or post-secondary education,Single adult without children,1269,40.0,long term,10,13,4,8,2
53,W,No education completed,Couple with children,1766,35.0,long term,10,14,4,7,2
59,M,Tertiary education,Couple with children,4090,40.0,long term,12,10,4,8,2
44,M,Tertiary education,Other type of household with children,984,40.0,long term,10,13,4,8,2
50,W,Upper secondary or post-secondary education,Single adult with children,1128,28.0,long term,12,12,4,9,2
38,M,Tertiary education,Other type of household without children,1661,38.0,long term,7,9,3,8,3
24,W,Primary or lower secondary education,Couple with children,3323,39.0,long term,13,12,4,10,2
35,M,No education completed,Single adult with children,1480,39.0,long term,12,9,5,10,1
30,W,Primary or lower secondary education,Couple with children,1086,50.0,long term,4,4,3,5,3
54,W,Primary or lower secondary education,Couple without children,3001,39.0,long term,9,14,5,8,2
48,M,Tertiary education,Couple with children,2265,35.0,long term,13,14,5,10,1
30,W,Upper secondary or post-secondary education,Couple with children,4341,15.0,long term,6,2,4,6,4
39,W,Upper secondary or post-secondary education,Couple without children,1494,37.0,long term,7,13,3,7,2
44,M,Tertiary education,Other type of household without children,1823,40.0,long term,11,13,4,6,2
47,W,Tertiary education,Single adult with children,1354,5.0,long term,9,6,5,10,2
26,M,Upper secondary or post-secondary education,Single adult with children,1586,35.0,long term,9,4,4,5,2
48,W,Upper secondary or post-secondary education,Couple with children,2585,38.0,short term,9,12,4,8,2
42,M,Tertiary education,Single adult without children,3019,35.0,long term,9,4,4,10,2
49,W,Tertiary education,Single adult without children,1370,35.0,long term,6,5,3,8,2
54,W,Upper secondary or post-secondary education,Other type of household without children,1847,35.0,long term,12,4,4,10,3
63,W,No education completed,Other type of household without children,1393,38.0,long term,12,11,3,8,2
37,M,Upper secondary or post-secondary education,Single adult with children,1736,40.0,long term,15,14,5,10,1
18,M,Upper secondary or post-secondary education,Single adult with children,2469,25.0,long term,9,13,4,8,2
40,M,Upper secondary or post-secondary education,Single adult without children,2029,36.0,long term,11,2,5,8,2
25,W,Tertiary education,Single adult without children,1446,50.0,long term,13,13,4,6,3
46,M,Tertiary education,Couple with children,5331,35.0,long term,9,5,4,5,3
46,W,Tertiary education,Couple without children,3228,40.0,short term,6,9,4,8,2
30,W,Tertiary education,Other type of household with children,1625,45.0,short term,9,12,4,7,2
45,W,No education completed,Single adult with children,2994,35.0,long term,10,5,4,10,1
31,M,Primary or lower secondary education,Other type of household with children,1222,35.0,short term,12,14,4,8,1
27,M,Upper secondary or post-secondary education,Couple with children,1049,35.0,long term,11,10,3,9,2
27,M,Upper secondary or post-secondary education,Other type of household without children,1097,35.0,long term,13,12,3,10,2
60,W,Upper secondary or post-secondary education,Couple without children,862,35.0,long term,3,12,4,10,2
49,W,Upper secondary or post-secondary education,Other type of household with children,3055,39.0,long term,11,5,3,9,1
38,M,Upper secondary or post-secondary education,Couple with children,2229,35.0,long term,9,14,4,8,2
65,W,No education completed,Single adult without children,1787,39.0,long term,8,13,4,9,2
